Moves,Pokemon,Type,Category,estPower
Swagger,Squirtle,Normal,Status,0.0
Sleep Talk,Squirtle,Normal,Status,0.0
Substitute,Squirtle,Normal,Status,0.0
Surf,Squirtle,Water,Special,90.0
Waterfall,Squirtle,Water,Physical,80.0
Confide,Squirtle,Normal,Status,0.0
Bide,Squirtle,Normal,Physical,0.0
Bubble Beam,Squirtle,Water,Special,65.0
Rage,Squirtle,Normal,Physical,20.0
Reflect,Squirtle,Psychic,Status,0.0
Submission,Squirtle,Fighting,Physical,64.0
Take Down,Squirtle,Normal,Physical,76.5
Curse,Squirtle,Ghost,Status,0.0
Confusion,Squirtle,Psychic,Special,50.0
Body Slam,Squirtle,Normal,Physical,85.0
Counter,Squirtle,Fighting,Physical,0.0
Defense Curl,Squirtle,Normal,Status,0.0
Double-Edge,Squirtle,Normal,Physical,120.0
Dynamic Punch,Squirtle,Fighting,Physical,50.0
Mega Kick,Squirtle,Normal,Physical,90.0
Mega Punch,Squirtle,Normal,Physical,68.0
Mimic,Squirtle,Normal,Status,0.0
Seismic Toss,Squirtle,Fighting,Physical,0.0
Captivate,Squirtle,Normal,Status,0.0
Endure,Squirtle,Normal,Status,0.0
Natural Gift,Squirtle,Normal,Physical,0.0
Whirlpool,Squirtle,Water,Special,29.75
Headbutt,Squirtle,Normal,Physical,70.0
Mud-Slap,Squirtle,Ground,Special,20.0
Rollout,Squirtle,Rock,Physical,27.0
Dig,Squirtle,Ground,Physical,80.0
Power-Up Punch,Squirtle,Fighting,Physical,40.0
Rock Smash,Squirtle,Fighting,Physical,40.0
Secret Power,Squirtle,Normal,Physical,70.0
Dive,Squirtle,Water,Physical,80.0
Strength,Squirtle,Normal,Physical,80.0
Tackle,Wartortle,Normal,Physical,40.0
Tail Whip,Wartortle,Normal,Status,0.0
Water Gun,Wartortle,Water,Special,40.0
Tail Whip,Wartortle,Normal,Status,0.0
Water Gun,Wartortle,Water,Special,40.0
Withdraw,Wartortle,Water,Status,0.0
Bubble,Wartortle,Water,Special,40.0
Bite,Wartortle,Dark,Physical,60.0
Rapid Spin,Wartortle,Normal,Physical,20.0
Protect,Wartortle,Normal,Status,0.0
Water Pulse,Wartortle,Water,Special,60.0
Aqua Tail,Wartortle,Water,Physical,81.0
Skull Bash,Wartortle,Normal,Physical,130.0
Iron Defense,Wartortle,Steel,Status,0.0
Rain Dance,Wartortle,Water,Status,0.0
Hydro Pump,Wartortle,Water,Special,88.0
Aqua Jet,Wartortle,Water,Physical,40.0
Aqua Ring,Wartortle,Water,Status,0.0
Aura Sphere,Wartortle,Fighting,Special,80.0
Brine,Wartortle,Water,Special,65.0
Dragon Pulse,Wartortle,Dragon,Special,85.0
Fake Out,Wartortle,Normal,Physical,40.0
Flail,Wartortle,Normal,Physical,0.0
Foresight,Wartortle,Normal,Status,0.0
Haze,Wartortle,Ice,Status,0.0
Mirror Coat,Wartortle,Psychic,Special,0.0
Mist,Wartortle,Ice,Status,0.0
Mud Sport,Wartortle,Ground,Status,0.0
Muddy Water,Wartortle,Water,Special,76.5
Refresh,Wartortle,Normal,Status,0.0
Water Spout,Wartortle,Water,Special,150.0
Yawn,Wartortle,Normal,Status,0.0
Water Pledge,Wartortle,Water,Special,80.0
Work Up,Wartortle,Normal,Status,0.0
Toxic,Wartortle,Poison,Status,0.0
Hail,Wartortle,Ice,Status,0.0
Hidden Power,Wartortle,Normal,Special,60.0
Ice Beam,Wartortle,Ice,Special,90.0
Blizzard,Wartortle,Ice,Special,77.0
Protect,Wartortle,Normal,Status,0.0
Rain Dance,Wartortle,Water,Status,0.0
Frustration,Wartortle,Normal,Physical,0.0
Return,Wartortle,Normal,Physical,0.0
Brick Break,Wartortle,Fighting,Physical,75.0
Double Team,Wartortle,Normal,Status,0.0
Rock Tomb,Wartortle,Rock,Physical,57.0
Facade,Wartortle,Normal,Physical,70.0
Rest,Wartortle,Psychic,Status,0.0
Attract,Wartortle,Normal,Status,0.0
Round,Wartortle,Normal,Special,60.0
Scald,Wartortle,Water,Special,80.0
Fling,Wartortle,Dark,Physical,0.0
Gyro Ball,Wartortle,Steel,Physical,0.0
Swagger,Wartortle,Normal,Status,0.0
Sleep Talk,Wartortle,Normal,Status,0.0
Substitute,Wartortle,Normal,Status,0.0
Surf,Wartortle,Water,Special,90.0
Waterfall,Wartortle,Water,Physical,80.0
Confide,Wartortle,Normal,Status,0.0
Bide,Wartortle,Normal,Physical,0.0
Bubble Beam,Wartortle,Water,Special,65.0
Rage,Wartortle,Normal,Physical,20.0
Reflect,Wartortle,Psychic,Status,0.0
Submission,Wartortle,Fighting,Physical,64.0
Take Down,Wartortle,Normal,Physical,76.5
Curse,Wartortle,Ghost,Status,0.0
Confusion,Wartortle,Psychic,Special,50.0
Body Slam,Wartortle,Normal,Physical,85.0
Counter,Wartortle,Fighting,Physical,0.0
Defense Curl,Wartortle,Normal,Status,0.0
Double-Edge,Wartortle,Normal,Physical,120.0
Dynamic Punch,Wartortle,Fighting,Physical,50.0
Mega Kick,Wartortle,Normal,Physical,90.0
Mega Punch,Wartortle,Normal,Physical,68.0
Mimic,Wartortle,Normal,Status,0.0
Seismic Toss,Wartortle,Fighting,Physical,0.0
Captivate,Wartortle,Normal,Status,0.0
Endure,Wartortle,Normal,Status,0.0
Natural Gift,Wartortle,Normal,Physical,0.0
Whirlpool,Wartortle,Water,Special,29.75
Headbutt,Wartortle,Normal,Physical,70.0
Mud-Slap,Wartortle,Ground,Special,20.0
Rollout,Wartortle,Rock,Physical,27.0
Dig,Wartortle,Ground,Physical,80.0
Power-Up Punch,Wartortle,Fighting,Physical,40.0
Rock Smash,Wartortle,Fighting,Physical,40.0
Secret Power,Wartortle,Normal,Physical,70.0
Dive,Wartortle,Water,Physical,80.0
Strength,Wartortle,Normal,Physical,80.0
Flash Cannon,Blastoise,Steel,Special,80.0
Tackle,Blastoise,Normal,Physical,40.0
Tail Whip,Blastoise,Normal,Status,0.0
Water Gun,Blastoise,Water,Special,40.0
Withdraw,Blastoise,Water,Status,0.0
Tail Whip,Blastoise,Normal,Status,0.0
Water Gun,Blastoise,Water,Special,40.0
Withdraw,Blastoise,Water,Status,0.0
Bubble,Blastoise,Water,Special,40.0
Bite,Blastoise,Dark,Physical,60.0
Rapid Spin,Blastoise,Normal,Physical,20.0
Protect,Blastoise,Normal,Status,0.0
Water Pulse,Blastoise,Water,Special,60.0
Aqua Tail,Blastoise,Water,Physical,81.0
Skull Bash,Blastoise,Normal,Physical,130.0
Iron Defense,Blastoise,Steel,Status,0.0
Rain Dance,Blastoise,Water,Status,0.0
Hydro Pump,Blastoise,Water,Special,88.0
Aqua Jet,Blastoise,Water,Physical,40.0
Aqua Ring,Blastoise,Water,Status,0.0
Aura Sphere,Blastoise,Fighting,Special,80.0
Brine,Blastoise,Water,Special,65.0
Dragon Pulse,Blastoise,Dragon,Special,85.0
Fake Out,Blastoise,Normal,Physical,40.0
Flail,Blastoise,Normal,Physical,0.0
Foresight,Blastoise,Normal,Status,0.0
Haze,Blastoise,Ice,Status,0.0
Mirror Coat,Blastoise,Psychic,Special,0.0
Mist,Blastoise,Ice,Status,0.0
Mud Sport,Blastoise,Ground,Status,0.0
Muddy Water,Blastoise,Water,Special,76.5
Refresh,Blastoise,Normal,Status,0.0
Water Spout,Blastoise,Water,Special,150.0
Yawn,Blastoise,Normal,Status,0.0
Hydro Cannon,Blastoise,Water,Special,135.0
Water Pledge,Blastoise,Water,Special,80.0
Work Up,Blastoise,Normal,Status,0.0
Roar,Blastoise,Normal,Status,0.0
Toxic,Blastoise,Poison,Status,0.0
Hail,Blastoise,Ice,Status,0.0
Hidden Power,Blastoise,Normal,Special,60.0
Ice Beam,Blastoise,Ice,Special,90.0
Blizzard,Blastoise,Ice,Special,77.0
Hyper Beam,Blastoise,Normal,Special,135.0
Protect,Blastoise,Normal,Status,0.0
Rain Dance,Blastoise,Water,Status,0.0
Frustration,Blastoise,Normal,Physical,0.0
Smack Down,Blastoise,Rock,Physical,50.0
Earthquake,Blastoise,Ground,Physical,100.0
Return,Blastoise,Normal,Physical,0.0
Brick Break,Blastoise,Fighting,Physical,75.0
Double Team,Blastoise,Normal,Status,0.0
Rock Tomb,Blastoise,Rock,Physical,57.0
Facade,Blastoise,Normal,Physical,70.0
Rest,Blastoise,Psychic,Status,0.0
Attract,Blastoise,Normal,Status,0.0
Round,Blastoise,Normal,Special,60.0
Focus Blast,Blastoise,Fighting,Special,84.0
Scald,Blastoise,Water,Special,80.0
Fling,Blastoise,Dark,Physical,0.0
Giga Impact,Blastoise,Normal,Physical,135.0
Gyro Ball,Blastoise,Steel,Physical,0.0
Bulldoze,Blastoise,Ground,Physical,60.0
Rock Slide,Blastoise,Rock,Physical,67.5
Dragon Tail,Blastoise,Dragon,Physical,54.0
Swagger,Blastoise,Normal,Status,0.0
Sleep Talk,Blastoise,Normal,Status,0.0
Substitute,Blastoise,Normal,Status,0.0
Flash Cannon,Blastoise,Steel,Special,80.0
Surf,Blastoise,Water,Special,90.0
Dark Pulse,Blastoise,Dark,Special,80.0
Waterfall,Blastoise,Water,Physical,80.0
Confide,Blastoise,Normal,Status,0.0
Bide,Blastoise,Normal,Physical,0.0
Bubble Beam,Blastoise,Water,Special,65.0
Fissure,Blastoise,Ground,Physical,0.0
Rage,Blastoise,Normal,Physical,20.0
Reflect,Blastoise,Psychic,Status,0.0
Submission,Blastoise,Fighting,Physical,64.0
Take Down,Blastoise,Normal,Physical,76.5
Curse,Blastoise,Ghost,Status,0.0
Confusion,Blastoise,Psychic,Special,50.0
Body Slam,Blastoise,Normal,Physical,85.0
Counter,Blastoise,Fighting,Physical,0.0
Defense Curl,Blastoise,Normal,Status,0.0
Double-Edge,Blastoise,Normal,Physical,120.0
Dynamic Punch,Blastoise,Fighting,Physical,50.0
Mega Kick,Blastoise,Normal,Physical,90.0
Mega Punch,Blastoise,Normal,Physical,68.0
Mimic,Blastoise,Normal,Status,0.0
Seismic Toss,Blastoise,Fighting,Physical,0.0
Avalanche,Blastoise,Ice,Physical,60.0
Captivate,Blastoise,Normal,Status,0.0
Endure,Blastoise,Normal,Status,0.0
Natural Gift,Blastoise,Normal,Physical,0.0
Whirlpool,Blastoise,Water,Special,29.75
Headbutt,Blastoise,Normal,Physical,70.0
Mud-Slap,Blastoise,Ground,Special,20.0
Rollout,Blastoise,Rock,Physical,27.0
Dig,Blastoise,Ground,Physical,80.0
Power-Up Punch,Blastoise,Fighting,Physical,40.0
Rock Smash,Blastoise,Fighting,Physical,40.0
Secret Power,Blastoise,Normal,Physical,70.0
Dive,Blastoise,Water,Physical,80.0
Strength,Blastoise,Normal,Physical,80.0
String Shot,Caterpie,Bug,Status,0.0
Tackle,Caterpie,Normal,Physical,40.0
Bug Bite,Caterpie,Bug,Physical,60.0
Bug Bite,Caterpie,Bug,Physical,60.0
String Shot,Caterpie,Bug,Status,0.0
Tackle,Caterpie,Normal,Physical,40.0
Bug Bite,Caterpie,Bug,Physical,60.0
Harden,Metapod,Normal,Status,0.0
Bug Bite,Metapod,Bug,Physical,60.0
String Shot,Metapod,Bug,Status,0.0
Tackle,Metapod,Normal,Physical,40.0
Bug Bite,Metapod,Bug,Physical,60.0
Electroweb,Metapod,Electric,Special,52.25
Iron Defense,Metapod,Steel,Status,0.0
Harden,Metapod,Normal,Status,0.0
Confusion,Butterfree,Psychic,Special,50.0
Gust,Butterfree,Flying,Special,40.0
Confusion,Butterfree,Psychic,Special,50.0
Poison Powder,Butterfree,Poison,Status,0.0
Sleep Powder,Butterfree,Grass,Status,0.0
Stun Spore,Butterfree,Grass,Status,0.0
Psybeam,Butterfree,Psychic,Special,65.0
Silver Wind,Butterfree,Bug,Special,60.0
Supersonic,Butterfree,Normal,Status,0.0
Safeguard,Butterfree,Normal,Status,0.0
Whirlwind,Butterfree,Normal,Status,0.0
Bug Buzz,Butterfree,Bug,Special,90.0
Rage Powder,Butterfree,Bug,Status,0.0
Captivate,Butterfree,Normal,Status,0.0
Tailwind,Butterfree,Flying,Status,0.0
Air Slash,Butterfree,Flying,Special,71.25
Quiver Dance,Butterfree,Bug,Status,0.0
Bug Bite,Butterfree,Bug,Physical,60.0
Harden,Butterfree,Normal,Status,0.0
String Shot,Butterfree,Bug,Status,0.0
Tackle,Butterfree,Normal,Physical,40.0
Harden,Butterfree,Normal,Status,0.0
Bug Bite,Butterfree,Bug,Physical,60.0
Defog,Butterfree,Flying,Status,0.0
Electroweb,Butterfree,Electric,Special,52.25
Giga Drain,Butterfree,Grass,Special,75.0
Signal Beam,Butterfree,Bug,Special,75.0
Skill Swap,Butterfree,Psychic,Status,0.0
Snore,Butterfree,Normal,Special,50.0
Tailwind,Butterfree,Flying,Status,0.0
Toxic,Butterfree,Poison,Status,0.0
Venoshock,Butterfree,Poison,Special,65.0
Hidden Power,Butterfree,Normal,Special,60.0
Sunny Day,Butterfree,Fire,Status,0.0
Hyper Beam,Butterfree,Normal,Special,135.0
Protect,Butterfree,Normal,Status,0.0
Rain Dance,Butterfree,Water,Status,0.0
Roost,Butterfree,Flying,Status,0.0
Safeguard,Butterfree,Normal,Status,0.0
Frustration,Butterfree,Normal,Physical,0.0
Solar Beam,Butterfree,Grass,Special,200.0
Return,Butterfree,Normal,Physical,0.0
Psychic,Butterfree,Psychic,Special,90.0
Shadow Ball,Butterfree,Ghost,Special,80.0
Double Team,Butterfree,Normal,Status,0.0
Aerial Ace,Butterfree,Flying,Physical,60.0
Facade,Butterfree,Normal,Physical,70.0
Rest,Butterfree,Psychic,Status,0.0
Attract,Butterfree,Normal,Status,0.0
Thief,Butterfree,Dark,Physical,60.0
Round,Butterfree,Normal,Special,60.0
Energy Ball,Butterfree,Grass,Special,90.0
Acrobatics,Butterfree,Flying,Physical,55.0
Giga Impact,Butterfree,Normal,Physical,135.0
Psych Up,Butterfree,Normal,Status,0.0
Infestation,Butterfree,Bug,Special,20.0
Dream Eater,Butterfree,Psychic,Special,100.0
Swagger,Butterfree,Normal,Status,0.0
Sleep Talk,Butterfree,Normal,Status,0.0
U-turn,Butterfree,Bug,Physical,70.0
Substitute,Butterfree,Normal,Status,0.0
Confide,Butterfree,Normal,Status,0.0
Bide,Butterfree,Normal,Physical,0.0
Mega Drain,Butterfree,Grass,Special,75.0
Psywave,Butterfree,Psychic,Special,0.0
Rage,Butterfree,Normal,Physical,20.0
Razor Wind,Butterfree,Normal,Special,80.0
Reflect,Butterfree,Psychic,Status,0.0
Take Down,Butterfree,Normal,Physical,76.5
Teleport,Butterfree,Psychic,Status,0.0
Curse,Butterfree,Ghost,Status,0.0
Nightmare,Butterfree,Ghost,Status,0.0
Sweet Scent,Butterfree,Normal,Status,0.0
Double-Edge,Butterfree,Normal,Physical,120.0
Mimic,Butterfree,Normal,Status,0.0
Endure,Butterfree,Normal,Status,0.0
Natural Gift,Butterfree,Normal,Physical,0.0
Air Cutter,Butterfree,Flying,Special,57.0
Ominous Wind,Butterfree,Ghost,Special,60.0
Swift,Butterfree,Normal,Special,60.0
Twister,Butterfree,Dragon,Special,40.0
Flash,Butterfree,Normal,Status,0.0
Secret Power,Butterfree,Normal,Physical,70.0
Struggle Bug,Butterfree,Bug,Special,50.0
Poison Sting,Weedle,Poison,Physical,15.0
String Shot,Weedle,Bug,Status,0.0
Bug Bite,Weedle,Bug,Physical,60.0
Bug Bite,Weedle,Bug,Physical,60.0
Poison Sting,Weedle,Poison,Physical,15.0
String Shot,Weedle,Bug,Status,0.0
Bug Bite,Weedle,Bug,Physical,60.0
Harden,Kakuna,Normal,Status,0.0
Bug Bite,Kakuna,Bug,Physical,60.0
Poison Sting,Kakuna,Poison,Physical,15.0
String Shot,Kakuna,Bug,Status,0.0
Bug Bite,Kakuna,Bug,Physical,60.0
Electroweb,Kakuna,Electric,Special,52.25
Iron Defense,Kakuna,Steel,Status,0.0
Harden,Kakuna,Normal,Status,0.0
Fury Attack,Beedrill,Normal,Physical,12.75
Twineedle,Beedrill,Bug,Physical,25.0
Fury Attack,Beedrill,Normal,Physical,12.75
Rage,Beedrill,Normal,Physical,20.0
Pursuit,Beedrill,Dark,Physical,40.0
Focus Energy,Beedrill,Normal,Status,0.0
Venoshock,Beedrill,Poison,Special,65.0
Assurance,Beedrill,Dark,Physical,60.0
Toxic Spikes,Beedrill,Poison,Status,0.0
Pin Missile,Beedrill,Bug,Physical,23.75
Poison Jab,Beedrill,Poison,Physical,80.0
Agility,Beedrill,Psychic,Status,0.0
Endeavor,Beedrill,Normal,Physical,0.0
Fell Stinger,Beedrill,Bug,Physical,50.0
Bug Bite,Beedrill,Bug,Physical,60.0
Harden,Beedrill,Normal,Status,0.0
Poison Sting,Beedrill,Poison,Physical,15.0
String Shot,Beedrill,Bug,Status,0.0
Harden,Beedrill,Normal,Status,0.0
Bug Bite,Beedrill,Bug,Physical,60.0
Defog,Beedrill,Flying,Status,0.0
Drill Run,Beedrill,Ground,Physical,76.0
Electroweb,Beedrill,Electric,Special,52.25
Endeavor,Beedrill,Normal,Physical,0.0
Giga Drain,Beedrill,Grass,Special,75.0
Knock Off,Beedrill,Dark,Physical,65.0
Laser Focus,Beedrill,Normal,Status,0.0
Snore,Beedrill,Normal,Special,50.0
Tailwind,Beedrill,Flying,Status,0.0
Throat Chop,Beedrill,Dark,Physical,80.0
Toxic,Beedrill,Poison,Status,0.0
Venoshock,Beedrill,Poison,Special,65.0
Hidden Power,Beedrill,Normal,Special,60.0
Sunny Day,Beedrill,Fire,Status,0.0
Hyper Beam,Beedrill,Normal,Special,135.0
Protect,Beedrill,Normal,Status,0.0
Roost,Beedrill,Flying,Status,0.0
Frustration,Beedrill,Normal,Physical,0.0
Solar Beam,Beedrill,Grass,Special,200.0
Return,Beedrill,Normal,Physical,0.0
Brick Break,Beedrill,Fighting,Physical,75.0
Double Team,Beedrill,Normal,Status,0.0
Sludge Bomb,Beedrill,Poison,Special,90.0
Aerial Ace,Beedrill,Flying,Physical,60.0
Facade,Beedrill,Normal,Physical,70.0
Rest,Beedrill,Psychic,Status,0.0
Attract,Beedrill,Normal,Status,0.0
Thief,Beedrill,Dark,Physical,60.0
Round,Beedrill,Normal,Special,60.0
False Swipe,Beedrill,Normal,Physical,40.0
Brutal Swing,Beedrill,Dark,Physical,60.0
Acrobatics,Beedrill,Flying,Physical,55.0
Payback,Beedrill,Dark,Physical,50.0
Giga Impact,Beedrill,Normal,Physical,135.0
Swords Dance,Beedrill,Normal,Status,0.0
X-Scissor,Beedrill,Bug,Physical,80.0
Infestation,Beedrill,Bug,Special,20.0
Poison Jab,Beedrill,Poison,Physical,80.0
Swagger,Beedrill,Normal,Status,0.0
Sleep Talk,Beedrill,Normal,Status,0.0
U-turn,Beedrill,Bug,Physical,70.0
Substitute,Beedrill,Normal,Status,0.0
Confide,Beedrill,Normal,Status,0.0
Bide,Beedrill,Normal,Physical,0.0
Mega Drain,Beedrill,Grass,Special,75.0
Reflect,Beedrill,Psychic,Status,0.0
Skull Bash,Beedrill,Normal,Physical,130.0
Take Down,Beedrill,Normal,Physical,76.5
Curse,Beedrill,Ghost,Status,0.0
Sweet Scent,Beedrill,Normal,Status,0.0
Double-Edge,Beedrill,Normal,Physical,120.0
Mimic,Beedrill,Normal,Status,0.0
Captivate,Beedrill,Normal,Status,0.0
Endure,Beedrill,Normal,Status,0.0
Natural Gift,Beedrill,Normal,Physical,0.0
Silver Wind,Beedrill,Bug,Special,60.0
Air Cutter,Beedrill,Flying,Special,57.0
Fury Cutter,Beedrill,Bug,Physical,38.0
Ominous Wind,Beedrill,Ghost,Special,60.0
Swift,Beedrill,Normal,Special,60.0
Flash,Beedrill,Normal,Status,0.0
Rock Smash,Beedrill,Fighting,Physical,40.0
Secret Power,Beedrill,Normal,Physical,70.0
Struggle Bug,Beedrill,Bug,Special,50.0
Cut,Beedrill,Normal,Physical,47.5
Tackle,Pidgey,Normal,Physical,40.0
Sand Attack,Pidgey,Ground,Status,0.0
Gust,Pidgey,Flying,Special,40.0
Quick Attack,Pidgey,Normal,Physical,40.0
Whirlwind,Pidgey,Normal,Status,0.0
Twister,Pidgey,Dragon,Special,40.0
Feather Dance,Pidgey,Flying,Status,0.0
Agility,Pidgey,Psychic,Status,0.0
Wing Attack,Pidgey,Flying,Physical,60.0
Roost,Pidgey,Flying,Status,0.0
Tailwind,Pidgey,Flying,Status,0.0
Mirror Move,Pidgey,Flying,Status,0.0
Air Slash,Pidgey,Flying,Special,71.25
Hurricane,Pidgey,Flying,Special,77.0
Air Cutter,Pidgey,Flying,Special,57.0
Air Slash,Pidgey,Flying,Special,71.25
Brave Bird,Pidgey,Flying,Physical,120.0
Defog,Pidgey,Flying,Status,0.0
Feint Attack,Pidgey,Dark,Physical,60.0
Foresight,Pidgey,Normal,Status,0.0
Pursuit,Pidgey,Dark,Physical,40.0
Steel Wing,Pidgey,Steel,Physical,63.0
Uproar,Pidgey,Normal,Special,90.0
Defog,Pidgey,Flying,Status,0.0
Heat Wave,Pidgey,Fire,Special,85.5
Sky Attack,Pidgey,Flying,Physical,180.0
Snore,Pidgey,Normal,Special,50.0
Tailwind,Pidgey,Flying,Status,0.0
Uproar,Pidgey,Normal,Special,90.0
Work Up,Pidgey,Normal,Status,0.0
Toxic,Pidgey,Poison,Status,0.0
Hidden Power,Pidgey,Normal,Special,60.0
Sunny Day,Pidgey,Fire,Status,0.0
Protect,Pidgey,Normal,Status,0.0
Rain Dance,Pidgey,Water,Status,0.0
Roost,Pidgey,Flying,Status,0.0
Frustration,Pidgey,Normal,Physical,0.0
Return,Pidgey,Normal,Physical,0.0
Double Team,Pidgey,Normal,Status,0.0
Aerial Ace,Pidgey,Flying,Physical,60.0
Facade,Pidgey,Normal,Physical,70.0
Rest,Pidgey,Psychic,Status,0.0
Attract,Pidgey,Normal,Status,0.0
Thief,Pidgey,Dark,Physical,60.0
Round,Pidgey,Normal,Special,60.0
Steel Wing,Pidgey,Steel,Physical,63.0
Fly,Pidgey,Flying,Physical,85.5
Swagger,Pidgey,Normal,Status,0.0
Sleep Talk,Pidgey,Normal,Status,0.0
U-turn,Pidgey,Bug,Physical,70.0
Substitute,Pidgey,Normal,Status,0.0
Confide,Pidgey,Normal,Status,0.0
Bide,Pidgey,Normal,Physical,0.0
Rage,Pidgey,Normal,Physical,20.0
Razor Wind,Pidgey,Normal,Special,80.0
Reflect,Pidgey,Psychic,Status,0.0
Take Down,Pidgey,Normal,Physical,76.5
Curse,Pidgey,Ghost,Status,0.0
Detect,Pidgey,Fighting,Status,0.0
Double-Edge,Pidgey,Normal,Physical,120.0
Mimic,Pidgey,Normal,Status,0.0
Captivate,Pidgey,Normal,Status,0.0
Endure,Pidgey,Normal,Status,0.0
Natural Gift,Pidgey,Normal,Physical,0.0
Mud-Slap,Pidgey,Ground,Special,20.0
Ominous Wind,Pidgey,Ghost,Special,60.0
Swift,Pidgey,Normal,Special,60.0
Pluck,Pidgey,Flying,Physical,60.0
Secret Power,Pidgey,Normal,Physical,70.0
Gust,Pidgeotto,Flying,Special,40.0
Sand Attack,Pidgeotto,Ground,Status,0.0
Tackle,Pidgeotto,Normal,Physical,40.0
Sand Attack,Pidgeotto,Ground,Status,0.0
Gust,Pidgeotto,Flying,Special,40.0
Quick Attack,Pidgeotto,Normal,Physical,40.0
Whirlwind,Pidgeotto,Normal,Status,0.0
Twister,Pidgeotto,Dragon,Special,40.0
Feather Dance,Pidgeotto,Flying,Status,0.0
Agility,Pidgeotto,Psychic,Status,0.0
Wing Attack,Pidgeotto,Flying,Physical,60.0
Roost,Pidgeotto,Flying,Status,0.0
Tailwind,Pidgeotto,Flying,Status,0.0
Mirror Move,Pidgeotto,Flying,Status,0.0
Air Slash,Pidgeotto,Flying,Special,71.25
Hurricane,Pidgeotto,Flying,Special,77.0
Air Cutter,Pidgeotto,Flying,Special,57.0
Air Slash,Pidgeotto,Flying,Special,71.25
Brave Bird,Pidgeotto,Flying,Physical,120.0
Defog,Pidgeotto,Flying,Status,0.0
Feint Attack,Pidgeotto,Dark,Physical,60.0
Foresight,Pidgeotto,Normal,Status,0.0
Pursuit,Pidgeotto,Dark,Physical,40.0
Steel Wing,Pidgeotto,Steel,Physical,63.0
Uproar,Pidgeotto,Normal,Special,90.0
Defog,Pidgeotto,Flying,Status,0.0
Heat Wave,Pidgeotto,Fire,Special,85.5
Sky Attack,Pidgeotto,Flying,Physical,180.0
Snore,Pidgeotto,Normal,Special,50.0
Tailwind,Pidgeotto,Flying,Status,0.0
Uproar,Pidgeotto,Normal,Special,90.0
Work Up,Pidgeotto,Normal,Status,0.0
Toxic,Pidgeotto,Poison,Status,0.0
Hidden Power,Pidgeotto,Normal,Special,60.0
Sunny Day,Pidgeotto,Fire,Status,0.0
Protect,Pidgeotto,Normal,Status,0.0
Rain Dance,Pidgeotto,Water,Status,0.0
Roost,Pidgeotto,Flying,Status,0.0
Frustration,Pidgeotto,Normal,Physical,0.0
Return,Pidgeotto,Normal,Physical,0.0
Double Team,Pidgeotto,Normal,Status,0.0
Aerial Ace,Pidgeotto,Flying,Physical,60.0
Facade,Pidgeotto,Normal,Physical,70.0
Rest,Pidgeotto,Psychic,Status,0.0
Attract,Pidgeotto,Normal,Status,0.0
Thief,Pidgeotto,Dark,Physical,60.0
Round,Pidgeotto,Normal,Special,60.0
Steel Wing,Pidgeotto,Steel,Physical,63.0
Fly,Pidgeotto,Flying,Physical,85.5
Swagger,Pidgeotto,Normal,Status,0.0
Sleep Talk,Pidgeotto,Normal,Status,0.0
U-turn,Pidgeotto,Bug,Physical,70.0
Substitute,Pidgeotto,Normal,Status,0.0
Confide,Pidgeotto,Normal,Status,0.0
Bide,Pidgeotto,Normal,Physical,0.0
Rage,Pidgeotto,Normal,Physical,20.0
Razor Wind,Pidgeotto,Normal,Special,80.0
Reflect,Pidgeotto,Psychic,Status,0.0
Take Down,Pidgeotto,Normal,Physical,76.5
Curse,Pidgeotto,Ghost,Status,0.0
Detect,Pidgeotto,Fighting,Status,0.0
Double-Edge,Pidgeotto,Normal,Physical,120.0
Mimic,Pidgeotto,Normal,Status,0.0
Captivate,Pidgeotto,Normal,Status,0.0
Endure,Pidgeotto,Normal,Status,0.0
Natural Gift,Pidgeotto,Normal,Physical,0.0
Mud-Slap,Pidgeotto,Ground,Special,20.0
Ominous Wind,Pidgeotto,Ghost,Special,60.0
Swift,Pidgeotto,Normal,Special,60.0
Pluck,Pidgeotto,Flying,Physical,60.0
Secret Power,Pidgeotto,Normal,Physical,70.0
Gust,Pidgeot,Flying,Special,40.0
Hurricane,Pidgeot,Flying,Special,77.0
Quick Attack,Pidgeot,Normal,Physical,40.0
Sand Attack,Pidgeot,Ground,Status,0.0
Tackle,Pidgeot,Normal,Physical,40.0
Sand Attack,Pidgeot,Ground,Status,0.0
Gust,Pidgeot,Flying,Special,40.0
Quick Attack,Pidgeot,Normal,Physical,40.0
Whirlwind,Pidgeot,Normal,Status,0.0
Twister,Pidgeot,Dragon,Special,40.0
Feather Dance,Pidgeot,Flying,Status,0.0
Agility,Pidgeot,Psychic,Status,0.0
Wing Attack,Pidgeot,Flying,Physical,60.0
